"sentiment","hate_speech","language","content"
"pos","none","german","Geile Sche...!👌🤪👍
Schöne Zusammenschnitte und die passende Musik!"
"neg","off","german","Hi warum will jesus dass man feinde also hitler mörder vergewaltiger unterdrücker liebt und dass christen sich schlagen berauben und nötigen lassen sollen"
"neg","hate","english","Sounds like shit imho.
Also: Another english musician writing english songs representing a german speaking country in this retarded contest. gg wp no re"
"neu","none","english","@Freeman Gardner  It seems that you don&#39;t have much knowledge about the Japanese, so I will move on without any hard feelings. However, it is important to note that the Japanese make a lot of money and use that money to invest in anti-Korea activities. This contributes to the distortion of information and is a big crime. It is a racist and disrespectful act towards neighboring countries. Would you enjoy listening to the songs of a company that holds such sentiments towards Korea? For instance, can you listen to German music without reflecting on the Nazi accusations? The Japanese are still distorting history by claiming that the Korean islands belong to them. The Japanese Ministry of Education has not properly educated the Japanese people about the issue of forced labor, and as a result, few Japanese people know about it. The past is reality, and reality is the future. If your mindset remains ignorant, you will suffer the consequences for the rest of your life."
"pos","none","german","Pls einen Stream"
"neg","off","german","Elisabeth Sparow und du schreibst hässlich.Also bechwere dich net(｀Θ´)"
"pos","none","german","hast echt ein tollen videorezepte was ich eins nur  wissen will bist du eine Türkin"
"pos","none","english","How do you know that, that was my biggest secret. XD"
"pos","none","german","Da ist der schwarze Peter aber ganz schön fit drauf."
"neu","none","german","Klasse Hobo den du dir da gebaut hast...…..."
"pos","none","german","...und noch Etwas möchte ich loswerden... Als ich Ben entdeckt-, und immerwieder gesehen habe, wurde ich meine Gedanken nicht los, woher ich dieses Gesicht kenne??? Bis ich mich erinnerte, dass ich irgendwann ein Film \"Die Anna und der König\" mit dem Chow Yun-Fat und Jody Foster gesehen habe. Der Ben schaut dem Schauspieler total ählich an! Ich hoffe nicht mit meiner Bemerkung Ben gegenüber zu Nahe getretten zu haben und verbleibe mit freundlichen Grüssen und Hochachtungsvoll an das Team."
"neg","off","german","Alter ich hab mir den jetzt angehört.. Was das für ein Vergewaltiger rap!???? Schämt ihr euch nicht?! Pähhhjj digga"
"pos","none","german","+HANOMAG - Agrarvideos :D"
"neu","none","german","Hmmm, wie soll man als Europäer denn wissen, dass es diese Aussagen nicht gibt? Im englischen ist es ja auch so. 
Wie  soll ich arabisch denken, wenn ich nicht weiß wie Araber denken oder sich zb was das Nase laufen betrifft, äußern würden?"
"neg","none","german","Selbstdenkend ist treffender. &quot;Querdenker&quot; ist ein Kampfbegriff der Medien und Politik. Wie früher. &quot;Volksverräter&quot;, Juden, Kommunisten und mein Liebling vom CIA in den 60ern, der &quot;Verschwörungstheoretiker&quot; .... Grüße von einem Dipl.Pol"
"pos","none","german","Leuk video is een beetje hoe de netherlandse taal haha -gutes Video😂"
"pos","none","english","Thank you so much. &lt;3"
"pos","none","german","Wie immer ein gutes Video"
"neu","none","german","@Bahn und Ansagen ja, dafür hat jetzt auch Soest endlich mal die Blechelse."
"neu","none","german","@@Shiehallion  ... Belege für die Aussagen von Bhakdi und Fuellmich (Videos) liefere ich gerne nach... ich bitte darum...  MfG M. Lukowski"
"neg","none","german","@@justinmontana7218 Die Story in Mafia 3 ist die schlechteste und langweiligste von allen Teilen"
"pos","none","german","Coole Sache"
"pos","none","german","Zum Rasenmähne sind die geil. Hier meins, etwas kleiner, 19KVA ehemals aus Stasi Bunker: https://www.youtube.com/watch?v=U7vFHo2l1gY&t=4s&fbclid=IwAR2C29Soh-DaS0QppH9M5lxPHolwOqMvEj8rsJkw9qGBwIsZo3ns1vDBkJ8"
"neg","none","german","Ich musste nach den ersten paar Worten direkt an meine Diss denken...


Es ging nicht mehr müsste die ganze Zeit über 😭....

Man hat sie mir für immer genommen ...

Wieso vergewaltigt man Minderjährige wieso tötet man sie ??? 

An die Täter schmiert in der Hölle ....

Manchmal fällt es schwer Gott zu vertrauen ...


Warum meine Siss????? 

Des Ding ist  ich glaub dennoch an ihn aber versteh ihn nicht mehr immer..."
"neu","none","english","It is my first try of Mukbang!!!"
"pos","none","german","Thank you very much for your help Christoph...
I had a lot of time with some doubts, and your video you helped me a lot."
"pos","none","german","Danke 😊"
"neu","none","german","00:01:36 Seltsame Asteroiden?
00:05:11 Erfrierung & Hinterhältiger Angriff
00:15:39 Reparaturen
00:30:40 Black Pyramid
00:48:13 Dann wollen wa mal rein!
01:01:33 Angriff der Schleime
01:07:39 Verrückte Pyramide
01:43:02 Sprengkommando

Also ein wirklich seltsamer Ort diese schwarze Pyramide! Was meint ihr, was erwartet uns nächste Woche? 😱"
"pos","none","emoticon",":P xD"
"neg","none","german","Ich stoppe das Video bei 2:32 ... hier wird behauptet, dass Vertreter \"etwas aufschwatzen\", \"etwas andrehen\", \"blenden\" & \"anträge falsch ausfüllen\".
Ich leite beruflich die Abrechnungsabteilung, bei einem der größten auf PKV spezialisierte Maklerpool. Man kann sagen, dass sich ab dem 01.04.2012 die Beratungsqualität gesteigert hat. Aber es will doch bitte niemand bestreiten, dass die oben genannten Punkte nicht zutreffen?! Man sagt dann gerne mal, dass hier nur einige \"schwarze Schaafe\" betroffen sind aber das stimmt so einfach nicht. Glücklicher Weise beginnt die Gökerbrut langsam auszusterben aber mal ehrlich.... mindestens ein Drittel aller Makler lügen wissentlich bei Ihren Kunden. Das 50% erzählt den Kunden Mist aufgrund eigener Wissenslücken und der Rest berät meinetwegen wie es sich gehört. Es ist manchmal wirklich frustrierend, wenn man sowas mitbekommt. Es ist nun aber Realität."
"neu","none","german","Hallo aus Hamburg,ich benutze den Power X Verdampfer und jetzt neu die Lynden Now. Allerdings bemerke ich bei der Lynden Now schon nach wenigen Zügen (AFC fast geschlossen, ähnlich wie Du) eine sehr starke Geschmacksveränderung in eine penetrant süsslich brennende Note. Deshalb meine Frage zum maximalen Füllstand. Kann es sein, dass ich bisher meinen Tank nicht genug gefüllt habe? Ich habe im Sichtfenster einen kleinen schwarzen Strich, den ich vielleicht falsch als Maximalfüllstand gedeutet habe und der vielleicht eher den Mindestfüllstand anzeigt? ich habe jetzt mal den Tank deutlich höher als diese schwarze Markierung gefüllt und hoffe auf Besserung. Wie hoch in etwa füllst Du Deinen Tank?Gruß, Olaf"
"pos","none","english","Nice"
"pos","none","english","I like your idea. By the way since you use a lot of randomly generated things, will you do the same with the background story of each NPC? Like dwarf fortress? It would fit your game.  


I'm also trying to make a game. I'm still very early so nothing to see on my side but I'm curious on some of your knowledge. My plan is contains some huge landscapes. Is your kind of art stile very low on performance? Like how many trees and grass-like plants can you render? 
I assume you try to keep the visibility low to make a small world seem bigger. That's at least what most game-developer do."
"neu","none","english","Whats the truck mod"
"pos","none","german","Dankeschön für das harte Leben in einem Lied 👍🎭"
"pos","none","german","Gut gefahren👍💪"
"neu","none","german","falsche uhrzeit eingestellt sollte eig. um 17uhr heute kommen"
"pos","none","german","Tolle Prädigt, komme von insta"
"neg","hate","german","Assad sagt immer die Wahrheit. 
USA und NATO sind Mörder und Kriegsverbrecher, nie der Assad."
"pos","none","german","Ich fühle mich da immer so angesprochen manchmal rede ich so zurück oder denke mir so du bitch.. Leg dich nicht mit mir an red nicht mit mir so du nervst. Hahaha es ist so witzig mir gefallen deine Bitchy roleplays sehr weil meistens erinnern sie mich an mich selber ❤️ schöne grüße aus Österreich ❤️"
"neu","none","english","Are you from India?"
"neu","none","german","Bist Du jetzt schon fertig? Wir bauen gerade einen Allrad Mercedes LKW zum Wohnmobil um. Sind aber damit auch schon im Urlaub unterwegs. Wenn Du Lust hast, gucke doch auch mal auf unserem Kanal vorbei.Beste Grüße, Susanne"
"pos","none","german","Aber guck mal auf ihrer Homepage, da findest du bestimmt was😊:)"
"neu","none","german","Isso"
"neu","none","german","Warum so wenige Kommentare?"
"neg","none","german","Liebe Nadja! ich habe mir diese Channeling angesehen und gehe in Resonanz. Der Einklang von Natur, Volk, Umwelt  fern von Gier und Gängelung  treibt mich an. In Deutschland passiert gerade das Gegenteil .Die Regierung ist nicht im Einklang mit dem Volk und Gängelt es mich wirklich wahnwitzigen Vorschriften .Die Regierung ist nicht im Einklang mit der Natur, immer mehr Natur wird geopfert nur um Exportweltmeister zu bleiben. Die Regierung hat jegliche Anbindung  verloren und das macht mich traurig...….und hatte mich mindesten einmal in einer alten Inkarnation das Leben gekostet. Ich war mindestens einmal Herzog und auch wenn ich in mich gehe  zum Beispiel in der Mediation dann höre ich \"unser Herzog\". Klingt krass? Es ist krass erklärt aber woher meine Gefühle kommen. Möge die Macht mit uns sein."
"pos","none","german","Nice ein neues Video 🦌👍🏼"
"pos","none","german","Freu mich auf den villain-Arc in Dragonball-Super :)"
"neu","none","german","Furchtbares Setting und Darstellung. Die Runde ist durch und durch unglücklich gewählt um rechte Gedanken näher zu bringen bzw. darzustellen."
"pos","none","german","cooles viedio PS Zecken"
"pos","none","german","Dankeschön mein Lieber und ja es geht mir schon deutlich besser :) also das über dem Geheimgang noch ein Geheimgang ist war schon sehr fies fande ich und ob ich das herausgefunden hätte ohne nachzuschauen, ich weiß nicht. Da hast Recht trotz das ich krank war haben wir echt gut gespielt und die Geheimgänge fix geholt. Wir wünschen dir auch ein sonniges und entspanntes Wochenende 🌞"
"neg","none","german","Mit den e Leitung wir nur sinnlos Geld aus dem Fenster geblasen. Hauptsache es bekommen nicht die Menschen. Joschka Fischer hat Mal gesagt: gibt das Geld aus egal wie hauptsache es bekommt noch das Volk."
"neu","none","german","Kann ja noch in Staffel 3 bei Krass Klassenfahrt bei den Outtakes passieren"
"neu","none","german","Das Thema mit decko Ration und das Thema Gestaltung kann ich dir helfen und hätte Interesse an deinen Community Event falls du meine Hilfe annehmen möchtest sag mir bescheid oder Zeig es das du mein Kommentar gefällt 🙂🙂"
"neg","off","german","Bro jedem sein feeling Hauptsache ich hab das Gesindel auseinander genommen ehrlich gesagt"
"neu","none","german","Fragt sich in welcher Form er das Leben lässt. Nicht theologisch betrachtet. Das Leben lässt keinem die Wahl, Leben so lange es Gott zu lässt. Mancheiner handelt nachvollziehbar wenn er vom Ballkon springt. Das Umfeld aber will ihn einsperren und foltern um dich davon abzuhalten.
 Fakt ist
 
es brennt, im Haus."
"neu","off","german","moderne Vergewaltigung einer sehr guten Geschichte!!!"
"neu","none","english","I'm using the 100mm Tokina macro (Tokina AT-X Pro D 100mm F2.8 Macro) for my Nikon full frame.
It's an excellent macro lens although it needs a DSLR with an internal focus motor to have autofocus capability. It's very sharp, light weight, smaller & much cheaper than top end full frame macro lens (about 400 USD).
I've been using it for about 1.5 years and quite amazed by the photos.
Cheers & enjoy your photography!"
"pos","none","german","oh ja und wie!!!! 😍🙌"
"neu","none","english","EDITED BY BURAAAK"
"pos","none","english","Dam your not even human 😂 just like genji 😂"
"neg","none","german","Der Controller sieht leider echt extrem hässlich aus, da hätte man deutlich mehr rausholen können."
"pos","none","german","ein traum bro. würd auch gern mal ganz allein in den urlaub. machen was man will."
"neg","off","german","@Pablo Escobar bist du dumm er ist Türke"
"neg","hate","english","U r gay"
"neu","none","german","Ich drücke euch die Daumen. Man muss einfach mit der Zeit gehen. Ich bestelle direkt welche, falls sie erscheinen. Nur große Firmen, wie sie, können da was reißen. Würde mich da mit den zuständigen Behörden  zusammensetzen bezüglich neuer Gesetzesentwürfe/Zulassungen. Lohnen tuht es sich aufjeden Fall. Kann Ihnen gar nicht sagen, wie viele Leute, die ich kenne, welche led leuchtmittel bzw. Nachrüstxenonkits eingebaut haben, weil man einfach ein besseres Licht und weitere Sicht hat. Natürlich sind diese nicht legal, deswegen würde sich jeder über legale LED Leuchtmittel freuen. Sind ja über 90% der Autos in Deutschland noch mit Halogenscheinwerfern unterwegs."
